"","hgnc_symbol","entrez_gene_id","gene_biotype","percentage_gc_content","transcript_count","chromosome_name","start_position","end_position","strand","cds_length","three_prime_utr_length","transcription_factor","transcription_cofactor","chromatin_remodeller","plasma_membrane","apoptosis","cell_cycle_phase"
"ENSG00000138639","ARHGAP24",83478,"protein_coding",36.75,12,"4",85475114,86002670,1,741,189,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138640","FAM13A",10144,"protein_coding",38.27,22,"4",88725955,89111398,-1,492,81,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138641","HERC3",8916,"protein_coding",39.32,14,"4",88521048,88708542,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138642","HERC6",55008,"protein_coding",39.67,8,"4",88378739,88443111,1,969,170,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138646","HERC5",51191,"protein_coding",39.4,5,"4",88457117,88506163,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138650","PCDH10",57575,"protein_coding",33.92,3,"4",133149315,133208606,1,3123,4539,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138653","NDST4",64579,"protein_coding",34.58,4,"4",114827763,115113876,-1,2619,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138658","ZGRF1",55345,"protein_coding",37.99,12,"4",112539333,112636995,-1,2808,143,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138660","AP1AR",55435,"protein_coding",36.49,6,"4",112231737,112270047,1,810,1267,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138663","COPS4",51138,"protein_coding",40.06,11,"4",83034447,83075818,1,1221,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138668","HNRNPD",3184,"protein_coding",38.75,12,"4",82352498,82374503,-1,921,29,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000138669","PRKG2",5593,"protein_coding",37.14,7,"4",81087370,81215117,-1,1029,2337,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138670","RASGEF1B",153020,"protein_coding",39.05,9,"4",81426393,82044244,-1,633,1242,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138674","SEC31A",22872,"protein_coding",38.78,41,"4",82818661,82901166,-1,3204,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138675","FGF5",2250,"protein_coding",37.24,5,"4",80266599,80336680,1,372,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138678","AGPAT9",84803,"protein_coding",40.09,8,"4",83535914,83605875,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138684","IL21",59067,"protein_coding",38.63,2,"4",122612628,122621069,-1,489,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138685","FGF2",2247,"protein_coding",38.74,3,"4",122826708,122898236,1,867,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138686","BBS7",55212,"protein_coding",35.63,6,"4",121824440,121870497,-1,2148,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138688","KIAA1109",84162,"protein_coding",34.76,16,"4",122152333,122362758,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138698","RAP1GDS1",5910,"protein_coding",36.01,21,"4",98261384,98443861,1,120,91,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138709","LARP1B",55132,"protein_coding",39.11,10,"4",128061268,128222931,1,1557,1354,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138735","PDE5A",8654,"protein_coding",36.45,12,"4",119494395,119628991,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138738","PRDM5",11107,"protein_coding",37.44,12,"4",120684919,120922870,-1,NA,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138744","NAAA",27163,"protein_coding",44.41,9,"4",75913657,75941051,-1,418,81,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138750","NUP54",53371,"protein_coding",36.8,18,"4",76114659,76148515,-1,309,196,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138756","BMP2K",55589,"protein_coding",35.68,8,"4",78776342,78916372,1,1068,701,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138757","G3BP2",9908,"protein_coding",41.77,19,"4",75642782,75724525,-1,1350,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138758","SEPT11",55752,"protein_coding",40.66,16,"4",76949703,77040384,1,1299,641,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138759","FRAS1",80144,"protein_coding",39.75,8,"4",78057570,78544269,1,954,2345,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138760","SCARB2",950,"protein_coding",41.24,5,"4",76158737,76213893,-1,1008,426,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138764","CCNG2",901,"protein_coding",43.19,8,"4",77157151,77433388,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000138767","CNOT6L",246175,"protein_coding",36.25,8,"4",77713387,77819615,-1,141,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138768","USO1",8615,"protein_coding",37.52,4,"4",75724593,75814286,1,2922,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138771","SHROOM3",57619,"protein_coding",41.27,10,"4",76435100,76783253,1,5991,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138772","ANXA3",306,"protein_coding",39.99,10,"4",78551519,78610451,1,972,305,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138777","PPA2",27068,"protein_coding",36.65,22,"4",105369077,105474081,-1,192,192,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138778","CENPE",1062,"protein_coding",34.67,8,"4",103105806,103198409,-1,7743,408,NA,FALSE,FALSE,FALSE,FALSE,"G2M"
"ENSG00000138780","GSTCD",79807,"protein_coding",35.68,11,"4",105708778,105847728,1,1902,2150,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138785","INTS12",57117,"protein_coding",36.56,11,"4",105682627,105895986,-1,1335,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138794","CASP6",839,"protein_coding",44.61,8,"4",109688622,109703583,-1,243,106,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000138795","LEF1",51176,"protein_coding",40.02,21,"4",108047545,108168956,-1,1200,1206,"HMG",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138796","HADH",3033,"protein_coding",43.13,10,"4",107989714,108035175,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138801","PAPSS1",9061,"protein_coding",38.61,8,"4",107590276,107720452,-1,1875,582,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138802","SEC24B",10427,"protein_coding",37.89,3,"4",109433772,109540896,1,3702,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138814","PPP3CA",5530,"protein_coding",35.79,9,"4",101023409,101348278,-1,1272,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138821","SLC39A8",64116,"protein_coding",38.15,8,"4",102251041,102431258,-1,1383,1377,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138823","MTTP",4547,"protein_coding",35.98,12,"4",99563761,99623999,1,168,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138829","FBN2",2201,"protein_coding",37.12,9,"5",128257909,128659185,-1,8739,1417,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138834","MAPK8IP3",23162,"protein_coding",56.84,16,"16",1706183,1770317,1,208,50,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138835","RGS3",5998,"protein_coding",48.79,32,"9",113444731,113597743,1,1809,661,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000138867","GUCD1",83606,"protein_coding",55.14,13,"22",24540423,24555935,-1,414,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138942","RNF185",91445,"protein_coding",44.98,7,"22",31160183,31207019,1,579,379,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138944","KIAA1644",85352,"protein_coding",53.43,1,"22",44243667,44312851,-1,600,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000138964","PARVG",64098,"protein_coding",51.78,12,"22",44172956,44219533,1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139055","ERP27",121506,"protein_coding",38.43,3,"12",14914035,14939082,-1,822,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139083","ETV6",2120,"protein_coding",43.19,5,"12",11649854,11895402,1,1359,4355,"ETS",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139112","GABARAPL1",23710,"protein_coding",44.11,19,"12",10212458,10223130,1,132,96,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139116","KIF21A",55605,"protein_coding",36.22,14,"12",39293228,39443390,-1,4986,1194,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139117","CPNE8",144402,"protein_coding",36.06,9,"12",38646822,38907430,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139131","YARS2",51067,"protein_coding",39.51,3,"12",32727490,32755902,-1,1434,659,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139132","FGD4",121512,"protein_coding",40.83,16,"12",32399529,32646050,1,708,145,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139133","ALG10",84920,"protein_coding",36.5,4,"12",34022281,34029694,1,381,57,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139144","PIK3C2G",5288,"protein_coding",35.7,7,"12",18247614,18648416,1,4338,387,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139146","FAM60A",58516,"protein_coding",41.46,9,"12",31280584,31327058,-1,178,232,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139154","AEBP2",121536,"protein_coding",40.33,7,"12",19404045,19720801,1,330,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139160","METTL20",254013,"protein_coding",42.44,6,"12",31647160,31673114,1,216,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139163","ETNK1",55500,"protein_coding",34.4,6,"12",22625075,22690665,1,1277,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139168","ZCRB1",85437,"protein_coding",37.28,5,"12",42312078,42326118,-1,531,135,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139173","TMEM117",84216,"protein_coding",37.35,8,"12",43835967,44389762,1,807,1693,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139174","PRICKLE1",144165,"protein_coding",41.36,9,"12",42456754,42590355,-1,2496,540,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139178","C1RL",51279,"protein_coding",49.07,12,"12",7089587,7109273,-1,333,98,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139180","NDUFA9",4704,"protein_coding",39.57,9,"12",4649095,4694317,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139182","CLSTN3",9746,"protein_coding",51.75,16,"12",7129698,7158945,1,2871,863,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139187","KLRG1",10219,"protein_coding",39.18,7,"12",8950044,9010760,1,570,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139190","VAMP1",6843,"protein_coding",48.87,8,"12",6462237,6470987,-1,351,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139192","TAPBPL",55080,"protein_coding",50.43,8,"12",6451690,6466517,1,558,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139193","CD27",939,"protein_coding",51.46,2,"12",6444867,6451718,1,783,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139194","RBP5",83758,"protein_coding",49.08,4,"12",7123684,7128942,-1,210,54,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139197","PEX5",5830,"protein_coding",42.58,20,"12",7188685,7218574,1,342,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139218","SCAF11",9169,"protein_coding",36.52,15,"12",45919131,45992120,-1,457,49,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139233","LLPH",84298,"protein_coding",39.72,2,"12",66116555,66130768,-1,390,7284,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139239","RPL14P1",NA,"processed_pseudogene",49.46,1,"12",62965325,62965969,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139263","LRIG3",121227,"protein_coding",39.12,9,"12",58872149,58920522,-1,1872,158,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139266","MARCH9",92979,"protein_coding",55.5,3,"12",57755098,57760407,1,702,518,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139269","INHBE",83729,"protein_coding",53.48,4,"12",57452323,57459280,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139278","GLIPR1",11010,"protein_coding",37.74,4,"12",75480680,75503853,1,447,58,NA,FALSE,FALSE,TRUE,FALSE,"G0"
"ENSG00000139287","TPH2",121278,"protein_coding",38.97,6,"12",71938846,72186618,1,1473,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139289","PHLDA1",22822,"protein_coding",45.13,3,"12",76025447,76033932,-1,1206,4645,NA,FALSE,FALSE,TRUE,TRUE,NA
"ENSG00000139291","TMEM19",55266,"protein_coding",39.6,6,"12",71686087,71705046,1,429,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139304","PTPRQ",374462,"protein_coding",34.84,10,"12",80402178,80680234,1,851,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139323","POC1B",282809,"protein_coding",39.79,14,"12",89419718,89526024,-1,1047,1434,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139324","TMTC3",160418,"protein_coding",34.6,4,"12",88142296,88199887,1,2745,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139343","SNRPF",6636,"protein_coding",39.09,5,"12",95858928,95903828,1,204,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139344","AMDHD1",144193,"protein_coding",43.8,4,"12",95943293,95968716,1,335,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139350","NEDD1",121441,"protein_coding",35.02,13,"12",96907223,96953777,1,1716,421,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139351","SYCP3",50511,"protein_coding",36.71,5,"12",101728648,101739472,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139354","GAS2L3",283431,"protein_coding",36.61,9,"12",100573683,100628286,1,2085,12,NA,FALSE,FALSE,FALSE,FALSE,"G2"
"ENSG00000139364","TMEM132B",114795,"protein_coding",43.9,6,"12",125186836,125662377,1,1773,7666,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139370","SLC15A4",121260,"protein_coding",45.87,9,"12",128793191,128823983,-1,715,168,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139372","TDG",6996,"protein_coding",40.65,10,"12",103965804,103988874,1,804,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139405","RITA1",84934,"protein_coding",51.56,4,"12",113185526,113192368,1,117,251,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139410","SDSL",113675,"protein_coding",50.91,6,"12",113422237,113438276,1,677,161,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139428","MMAB",326625,"protein_coding",52.27,10,"12",109553737,109573874,-1,144,64,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139433","GLTP",51228,"protein_coding",49.06,6,"12",109850943,109880488,-1,630,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139436","GIT2",9815,"protein_coding",43.44,20,"12",109929792,109996389,-1,1896,362,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139437","TCHP",84260,"protein_coding",46.02,10,"12",109900264,109983841,1,1497,151,NA,FALSE,FALSE,TRUE,TRUE,NA
"ENSG00000139438","FAM222A",84915,"protein_coding",52.74,3,"12",109714228,109770507,1,1359,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139496","NUPL1",9818,"protein_coding",36.36,14,"13",25301524,25349800,1,111,142,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139505","MTMR6",9107,"protein_coding",37.84,2,"13",25246201,25288009,-1,1866,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139508","SLC46A3",283537,"protein_coding",40.19,3,"13",28700064,28718970,-1,1386,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139514","SLC7A1",6541,"protein_coding",47.44,3,"13",29509410,29595688,-1,1890,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139515","PDX1",3651,"protein_coding",58.42,1,"13",27920020,27926231,1,852,NA,"Homeobox",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139517","LNX2",222484,"protein_coding",37.54,1,"13",27545911,27620404,-1,2073,2423,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139531","SUOX",6821,"protein_coding",52.21,17,"12",55997180,56006641,1,1638,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139537","CCDC65",85478,"protein_coding",47.98,5,"12",48904110,48931840,1,1494,362,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139540","SLC39A5",283375,"protein_coding",54.83,11,"12",56230049,56237846,1,386,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139546","TARBP2",6895,"protein_coding",57.56,20,"12",53500921,53506431,1,285,78,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139547","RDH16",8608,"protein_coding",49.87,2,"12",56951431,56959374,-1,954,597,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139567","ACVRL1",94,"protein_coding",54.84,8,"12",51906908,51923361,1,478,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139572","GPR84",53831,"protein_coding",50.76,2,"12",54362445,54364487,-1,1191,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139579","NABP2",79035,"protein_coding",51.22,6,"12",56222015,56229854,1,636,640,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139597","N4BP2L1",90634,"protein_coding",42.97,10,"13",32400723,32428178,-1,732,33,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139610","CELA1",1990,"protein_coding",46.9,1,"12",51328443,51346679,-1,777,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139613","SMARCC2",6601,"protein_coding",48.99,15,"12",56162983,56189567,-1,318,420,"MYB",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139618","BRCA2",675,"protein_coding",38.11,7,"13",32315474,32400266,1,195,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000139620","KANSL2",54934,"protein_coding",41.97,15,"12",48653401,48682238,-1,1022,119,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139624","CERS5",91012,"protein_coding",43.86,28,"12",50129306,50167533,-1,335,NA,"Homeobox",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139625","MAP3K12",7786,"protein_coding",52.61,11,"12",53479669,53500063,-1,1182,87,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139626","ITGB7",3695,"protein_coding",51.11,14,"12",53191318,53207307,-1,2397,237,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139629","GALNT6",11226,"protein_coding",49.89,19,"12",51351247,51392867,-1,1098,221,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139631","CSAD",51380,"protein_coding",47.44,20,"12",53157663,53180909,-1,406,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139636","LMBR1L",55716,"protein_coding",51.62,30,"12",49096551,49110900,-1,119,78,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139637","C12orf10",60314,"protein_coding",51.21,10,"12",53299686,53307177,1,392,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139641","ESYT1",23344,"protein_coding",50.49,10,"12",56118250,56144671,1,3345,178,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139644","TMBIM6",7009,"protein_coding",43.42,28,"12",49707725,49764934,1,342,121,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139645","ANKRD52",283373,"protein_coding",53.52,4,"12",56237807,56258391,-1,3231,5334,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139651","ZNF740",283337,"protein_coding",50.62,4,"12",53180700,53195141,1,582,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139668","WDFY2",115825,"protein_coding",39.68,3,"13",51584455,51767707,1,189,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139675","HNRNPA1L2",144983,"protein_coding",41.98,1,"13",52640786,52643796,1,963,340,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139679","LPAR6",10161,"protein_coding",36.98,9,"13",48389567,48444704,-1,1035,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139684","ESD",2098,"protein_coding",34.63,5,"13",46771256,46797232,-1,692,228,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139687","RB1",5925,"protein_coding",36.91,6,"13",48303751,48481986,1,162,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000139697","SBNO1",55206,"protein_coding",43.26,3,"12",123289109,123364843,-1,4182,6798,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139714","MORN3",283385,"protein_coding",50.66,3,"12",121648742,121672631,-1,483,252,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139718","SETD1B",23067,"protein_coding",56.82,4,"12",121804180,121832584,1,5772,2344,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139719","VPS33A",65082,"protein_coding",44.63,9,"12",122229564,122266521,-1,1791,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139722","VPS37B",79720,"protein_coding",47.3,4,"12",122865328,122896444,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139725","RHOF",54509,"protein_coding",56.89,7,"12",121777754,121803403,-1,636,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139726","DENR",8562,"protein_coding",42.12,4,"12",122752774,122771064,1,483,432,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139734","DIAPH3",81624,"protein_coding",35.91,9,"13",59665583,60163987,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139737","SLAIN1",122060,"protein_coding",36.78,17,"13",77697854,77764242,1,334,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139746","RBM26",64062,"protein_coding",34.26,7,"13",79311824,79406477,-1,516,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139767","SRRM4",84530,"protein_coding",44.14,3,"12",118981495,119163051,1,1836,6252,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139793","MBNL2",10150,"protein_coding",40.24,6,"13",97221434,97394120,1,1086,2670,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139826","ABHD13",84945,"protein_coding",35.43,1,"13",108218379,108234255,1,1014,4022,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139832","RAB20",55647,"protein_coding",49.74,1,"13",110523066,110561733,-1,705,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139835","GRTP1",79774,"protein_coding",52.02,5,"13",113324164,113364148,-1,711,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139842","CUL4A",8451,"protein_coding",45.97,12,"13",113208193,113267108,1,2004,1489,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139865","TTC6",319089,"protein_coding",37.99,10,"14",37595847,38041442,1,1323,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139899","CBLN3",643866,"protein_coding",60.48,2,"14",24426532,24430954,-1,465,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139908","TSSK4",283629,"protein_coding",50.38,7,"14",24205697,24208362,1,759,56,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139910","NOVA1",4857,"protein_coding",33.05,13,"14",26443093,26597754,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139915","MDGA2",161357,"protein_coding",35.14,10,"14",46839629,47674954,-1,702,155,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139921","TMX1",81542,"protein_coding",36.96,3,"14",51240162,51257546,1,843,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139926","FRMD6",122786,"protein_coding",39.42,18,"14",51489100,51730727,1,362,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139946","PELI2",57161,"protein_coding",39.91,3,"14",56117814,56301526,1,233,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139971","C14orf37",145407,"protein_coding",40.15,6,"14",57999735,58298139,-1,293,263,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139974","SLC38A6",145389,"protein_coding",37.62,20,"14",60981114,61083733,1,56,52,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000139977","NAA30",122830,"protein_coding",37.28,4,"14",57390544,57415917,1,1089,6400,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139990","DCAF5",8816,"protein_coding",40.67,9,"14",69050881,69153150,-1,252,166,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000139998","RAB15",376267,"protein_coding",52.23,6,"14",64945814,64972776,-1,501,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000140006","WDR89",112840,"protein_coding",41.2,4,"14",63597039,63641861,-1,1164,1738,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000140009","ESR2",2100,"protein_coding",41.74,13,"14",64084232,64338112,-1,972,113,"ESR-like",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000140015","KCNH5",27133,"protein_coding",36.79,4,"14",62699454,63102037,-1,1836,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000140022","STON2",85439,"protein_coding",41.03,9,"14",81260656,81436465,-1,10,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000140025","EFCAB11",90141,"protein_coding",40,13,"14",89794669,89954777,-1,186,236,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000140030","GPR65",8477,"protein_coding",36,1,"14",88005124,88014811,1,1014,2949,NA,FALSE,FALSE,TRUE,TRUE,NA
"ENSG00000140043","PTGR2",145482,"protein_coding",42.1,7,"14",73851844,73886827,1,1056,2649,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000140044","JDP2",122953,"protein_coding",50,7,"14",75427716,75474111,1,492,322,"TF_bZIP",FALSE,FALSE,FALSE,FALSE,NA
